Checker,Path,Line,Column,Message,Tool,End_Line,End_Column,tool,checker,rule
readability-else-after-return,common.c,2796,6,"do not use 'else' after 'return'",clang_tidy_oss,2796,6,clang_tidy_oss,readability-else-after-return,NONE
cppcoreguidelines-init-variables,common.c,2797,14,"variable 'i' is not initialized",clang_tidy_oss,2797,14,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
readability-identifier-length,common.c,2797,14,"variable name 'i' is too short, expected at least 3 characters",clang_tidy_oss,2797,14,clang_tidy_oss,readability-identifier-length,NONE
altera-id-dependent-backward-branch,common.c,2798,17,"backward branch (for loop) is ID-dependent due to variable reference to 'len' and may cause performance degradation",clang_tidy_oss,2798,17,clang_tidy_oss,altera-id-dependent-backward-branch,NONE
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2799,38,"statement should be inside braces",clang_tidy_oss,2799,38,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
llvmlibc-restrict-system-libc-headers,dos2unix.c,73,1,"system include langinfo.h not allowed",clang_tidy_oss,73,22,clang_tidy_oss,llvmlibc-restrict-system-libc-headers,NONE
cert-err33-c,dos2unix.c,79,3,"the value returned by this function should be used",clang_tidy_oss,79,3,clang_tidy_oss,cert-err33-c,ERR33-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,84,28,"2022 is a magic number; consider replacing it with a named constant",clang_tidy_oss,84,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
bugprone-easily-swappable-parameters,dos2unix.c,89,24,"2 adjacent parameters of 'StripDelimiterW' of similar type ('FILE *') are easily swapped by mistake",clang_tidy_oss,89,48,clang_tidy_oss,bugprone-easily-swappable-parameters,NONE
cppcoreguidelines-init-variables,dos2unix.c,91,10,"variable 'TempNextChar' is not initialized",clang_tidy_oss,91,10,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
bugprone-assignment-in-if-condition,dos2unix.c,95,9,"an assignment within an 'if' condition is bug-prone",clang_tidy_oss,95,9,clang_tidy_oss,bugprone-assignment-in-if-condition,EXP45-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,100,26,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,100,26,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,108,23,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,108,23,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,119,21,"0x0d is a magic number; consider replacing it with a named constant",clang_tidy_oss,119,21,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
bugprone-easily-swappable-parameters,dos2unix.c,135,20,"2 adjacent parameters of 'StripDelimiter' of similar type ('FILE *') are easily swapped by mistake",clang_tidy_oss,135,44,clang_tidy_oss,bugprone-easily-swappable-parameters,NONE
cppcoreguidelines-init-variables,dos2unix.c,137,7,"variable 'TempNextChar' is not initialized",clang_tidy_oss,137,7,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
bugprone-assignment-in-if-condition,dos2unix.c,141,9,"an assignment within an 'if' condition is bug-prone",clang_tidy_oss,141,9,clang_tidy_oss,bugprone-assignment-in-if-condition,EXP45-C
readability-function-cognitive-complexity,dos2unix.c,180,5,"function 'ConvertDosToUnixW' has cognitive complexity of 103 (threshold 25)",clang_tidy_oss,180,5,clang_tidy_oss,readability-function-cognitive-complexity,NONE
cppcoreguidelines-init-variables,dos2unix.c,183,12,"variable 'TempChar' is not initialized",clang_tidy_oss,183,12,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,dos2unix.c,184,12,"variable 'TempNextChar' is not initialized",clang_tidy_oss,184,12,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
altera-unroll-loops,dos2unix.c,200,9,"kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive",clang_tidy_oss,200,9,clang_tidy_oss,altera-unroll-loops,NONE
altera-id-dependent-backward-branch,dos2unix.c,200,16,"backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation",clang_tidy_oss,200,16,clang_tidy_oss,altera-id-dependent-backward-branch,NONE
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,202,27,"32 is a magic number; consider replacing it with a named constant",clang_tidy_oss,202,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,203,28,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,203,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,204,28,"0x0d is a magic number; consider replacing it with a named constant",clang_tidy_oss,204,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,205,28,"0x09 is a magic number; consider replacing it with a named constant",clang_tidy_oss,205,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,206,28,"0x0c is a magic number; consider replacing it with a named constant",clang_tidy_oss,206,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,dos2unix.c,208,13,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,208,26,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,210,60,"statement should be inside braces",clang_tidy_oss,210,60,clang_tidy_oss,"hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,dos2unix.c,211,15,"the value returned by this function should be used",clang_tidy_oss,211,15,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,212,15,"the value returned by this function should be used",clang_tidy_oss,212,15,clang_tidy_oss,cert-err33-c,ERR33-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,216,27,"0x0d is a magic number; consider replacing it with a named constant",clang_tidy_oss,216,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,217,29,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,217,29,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,217,34,"statement should be inside braces",clang_tidy_oss,217,34,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
altera-unroll-loops,dos2unix.c,237,9,"kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive",clang_tidy_oss,237,9,clang_tidy_oss,altera-unroll-loops,NONE
altera-id-dependent-backward-branch,dos2unix.c,237,16,"backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation",clang_tidy_oss,237,16,clang_tidy_oss,altera-id-dependent-backward-branch,NONE
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,239,27,"32 is a magic number; consider replacing it with a named constant",clang_tidy_oss,239,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,240,28,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,240,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,241,28,"0x0d is a magic number; consider replacing it with a named constant",clang_tidy_oss,241,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,242,28,"0x09 is a magic number; consider replacing it with a named constant",clang_tidy_oss,242,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,243,28,"0x0c is a magic number; consider replacing it with a named constant",clang_tidy_oss,243,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,dos2unix.c,245,13,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,245,26,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,247,60,"statement should be inside braces",clang_tidy_oss,247,60,clang_tidy_oss,"hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,dos2unix.c,248,15,"the value returned by this function should be used",clang_tidy_oss,248,15,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,249,15,"the value returned by this function should be used",clang_tidy_oss,249,15,clang_tidy_oss,cert-err33-c,ERR33-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,253,28,"0x0d is a magic number; consider replacing it with a named constant",clang_tidy_oss,253,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,254,31,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,254,31,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,254,36,"statement should be inside braces",clang_tidy_oss,254,36,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
bugprone-assignment-in-if-condition,dos2unix.c,264,19,"an assignment within an 'if' condition is bug-prone",clang_tidy_oss,264,19,clang_tidy_oss,bugprone-assignment-in-if-condition,EXP45-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,271,36,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,271,36,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,272,31,"0x0d is a magic number; consider replacing it with a named constant",clang_tidy_oss,272,31,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,280,27,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,280,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,288,29,"0x0a is a magic number; consider replacing it with a named constant",clang_tidy_oss,288,29,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,dos2unix.c,309,9,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,309,22,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,309,51,"statement should be inside braces",clang_tidy_oss,309,51,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,dos2unix.c,312,7,"the value returned by this function should be used",clang_tidy_oss,312,7,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,313,7,"the value returned by this function should be used",clang_tidy_oss,313,7,clang_tidy_oss,cert-err33-c,ERR33-C
readability-function-cognitive-complexity,dos2unix.c,323,5,"function 'ConvertDosToUnix' has cognitive complexity of 106 (threshold 25)",clang_tidy_oss,323,5,clang_tidy_oss,readability-function-cognitive-complexity,NONE
cppcoreguidelines-init-variables,dos2unix.c,326,9,"variable 'TempChar' is not initialized",clang_tidy_oss,326,9,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,dos2unix.c,327,9,"variable 'TempNextChar' is not initialized",clang_tidy_oss,327,9,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,dos2unix.c,328,10,"variable 'ConvTable' is not initialized",clang_tidy_oss,328,10,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
hicpp-signed-bitwise,dos2unix.c,362,9,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,362,22,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,366,29,"statement should be inside braces",clang_tidy_oss,366,29,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,dos2unix.c,370,8,"the value returned by this function should be used",clang_tidy_oss,370,8,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,371,8,"the value returned by this function should be used",clang_tidy_oss,371,8,clang_tidy_oss,cert-err33-c,ERR33-C
altera-unroll-loops,dos2unix.c,383,9,"kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive",clang_tidy_oss,383,9,clang_tidy_oss,altera-unroll-loops,NONE
altera-id-dependent-backward-branch,dos2unix.c,383,16,"backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation",clang_tidy_oss,383,16,clang_tidy_oss,altera-id-dependent-backward-branch,NONE
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,385,27,"32 is a magic number; consider replacing it with a named constant",clang_tidy_oss,385,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,dos2unix.c,391,13,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,391,26,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,393,60,"statement should be inside braces",clang_tidy_oss,393,60,clang_tidy_oss,"hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,dos2unix.c,394,15,"the value returned by this function should be used",clang_tidy_oss,394,15,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,395,15,"the value returned by this function should be used",clang_tidy_oss,395,15,clang_tidy_oss,cert-err33-c,ERR33-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,400,36,"statement should be inside braces",clang_tidy_oss,400,36,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
altera-unroll-loops,dos2unix.c,420,9,"kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive",clang_tidy_oss,420,9,clang_tidy_oss,altera-unroll-loops,NONE
altera-id-dependent-backward-branch,dos2unix.c,420,16,"backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation",clang_tidy_oss,420,16,clang_tidy_oss,altera-id-dependent-backward-branch,NONE
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,422,27,"32 is a magic number; consider replacing it with a named constant",clang_tidy_oss,422,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,dos2unix.c,428,13,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,428,26,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,430,60,"statement should be inside braces",clang_tidy_oss,430,60,clang_tidy_oss,"hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,dos2unix.c,431,15,"the value returned by this function should be used",clang_tidy_oss,431,15,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,432,15,"the value returned by this function should be used",clang_tidy_oss,432,15,clang_tidy_oss,cert-err33-c,ERR33-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,437,38,"statement should be inside braces",clang_tidy_oss,437,38,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
bugprone-assignment-in-if-condition,dos2unix.c,447,19,"an assignment within an 'if' condition is bug-prone",clang_tidy_oss,447,19,clang_tidy_oss,bugprone-assignment-in-if-condition,EXP45-C
cert-err33-c,dos2unix.c,493,7,"the value returned by this function should be used",clang_tidy_oss,493,7,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,494,7,"the value returned by this function should be used",clang_tidy_oss,494,7,clang_tidy_oss,cert-err33-c,ERR33-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,503,17,"9 is a magic number; consider replacing it with a named constant",clang_tidy_oss,503,17,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
cppcoreguidelines-init-variables,dos2unix.c,504,10,"variable 'pFlag' is not initialized",clang_tidy_oss,504,10,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,dos2unix.c,505,9,"variable 'ptr' is not initialized",clang_tidy_oss,505,9,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,506,18,"1024 is a magic number; consider replacing it with a named constant",clang_tidy_oss,506,18,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
cppcoreguidelines-init-variables,dos2unix.c,507,7,"variable 'ret' is not initialized",clang_tidy_oss,507,7,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,dos2unix.c,511,8,"variable 'argc_new' is not initialized",clang_tidy_oss,511,8,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,dos2unix.c,512,10,"variable 'argv_new' is not initialized",clang_tidy_oss,512,10,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",dos2unix.c,518,12,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,518,12,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
concurrency-mt-unsafe,dos2unix.c,522,10,"function is not thread safe",clang_tidy_oss,522,10,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,523,20,"statement should be inside braces",clang_tidy_oss,523,20,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,526,43,"statement should be inside braces",clang_tidy_oss,526,43,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,dos2unix.c,529,10,"the value returned by this function should be used",clang_tidy_oss,529,10,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,530,10,"the value returned by this function should be used",clang_tidy_oss,530,10,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,545,4,"the value returned by this function should be used",clang_tidy_oss,545,25,clang_tidy_oss,cert-err33-c,ERR33-C
concurrency-mt-unsafe,dos2unix.c,545,4,"function is not thread safe",clang_tidy_oss,545,4,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
cert-err33-c,dos2unix.c,558,5,"the value returned by this function should be used",clang_tidy_oss,558,5,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,dos2unix.c,559,5,"the value returned by this function should be used",clang_tidy_oss,559,5,clang_tidy_oss,cert-err33-c,ERR33-C
concurrency-mt-unsafe,dos2unix.c,559,39,"function is not thread safe",clang_tidy_oss,559,39,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
bugprone-assignment-in-if-condition,dos2unix.c,565,10,"an assignment within an 'if' condition is bug-prone",clang_tidy_oss,565,10,clang_tidy_oss,bugprone-assignment-in-if-condition,EXP45-C
bugprone-assignment-in-if-condition,dos2unix.c,565,50,"an assignment within an 'if' condition is bug-prone",clang_tidy_oss,565,50,clang_tidy_oss,bugprone-assignment-in-if-condition,EXP45-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,565,87,"statement should be inside braces",clang_tidy_oss,565,87,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",dos2unix.c,567,7,"statement should be inside braces",clang_tidy_oss,567,7,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
